Common_Name,Scientific_Name,Taxonomic_Order,Count,State/Province,Location,Latitude,Longitude,Date,Time,Duration_Min,Al_Obs_Reported,Distance_Traveled_km,Number_of_Observers,Observation_Details,Checklist_Comments,year,month,Mes,day_name
Saffron Finch,Sicalis flaveola,34130,5,CO-QUI,"Conjunto Puertas del Edén, Quindío - (4,45, -75,783)",4.4497009,-75.7830913,2019-02-16,12:26 PM,29.0,1,0.87,1,Faltante,Faltante,2019,2,Feb,Saturday
Saffron Finch,Sicalis flaveola,34130,5,CO-QUI,"Conjunto Puertas del Edén, Quindío - (4,45, -75,783)",4.4497009,-75.7830913,2019-04-15,08:56 AM,55.0,1,1.8,1,Faltante,Faltante,2019,4,Apr,Monday
Saffron Finch,Sicalis flaveola,34130,4,CO-QUI,"Conjunto Puertas del Edén, Quindío - (4,45, -75,783)",4.4497009,-75.7830913,2019-04-15,03:11 PM,36.0,1,1.91,1,Faltante,Faltante,2019,4,Apr,Monday
Saffron Finch,Sicalis flaveola,34130,6,CO-QUI,"Conjunto Puertas del Edén, Quindío - (4,45, -75,783)",4.4497009,-75.7830913,2019-04-16,12:39 PM,22.0,1,0.85,1,Faltante,Faltante,2019,4,Apr,Tuesday
Saffron Finch,Sicalis flaveola,34130,5,CO-QUI,"Conjunto Puertas del Edén, Quindío - (4,45, -75,783)",4.4497009,-75.7830913,2019-04-17,10:03 AM,17.0,1,0.86,1,Faltante,Faltante,2019,4,Apr,Wednesday
Saffron Finch,Sicalis flaveola,34130,5,CO-CAL,Entrada Eco Parque Alcazares,5.0672921,-75.5281629,2019-12-14,06:16 AM,67.0,1,0.19,10,Faltante,Faltante,2019,12,Dec,Saturday
Saffron Finch,Sicalis flaveola,34130,8,CO-CAL,Hacienda El Jardin,4.9756538,-75.5822304,2019-11-09,06:12 AM,330.0,1,0.89,18,Faltante,Observacion alrededor de la Hacienda y comederos durante el 8° COngreso de Aviturismo,2019,11,Nov,Saturday
Saffron Finch,Sicalis flaveola,34130,2,CO-QUI,"La Tebaida, Quindío, CO (4,449, -75,783)",4.4494851,-75.7832381,2018-11-15,07:44 AM,31.0,1,0.94,2,Faltante,Faltante,2018,11,Nov,Thursday
Saffron Finch,Sicalis flaveola,34130,12,CO-QUI,"La Tebaida, Quindío, CO (4,449, -75,783)",4.4494851,-75.7832381,2018-12-03,04:08 PM,92.0,1,3.13,1,Faltante,Faltante,2018,12,Dec,Monday
Saffron Finch,Sicalis flaveola,34130,4,CO-QUI,"La Tebaida, Quindío, CO (4,45, -75,783)",4.4496263,-75.7829418,2018-11-15,11:25 AM,103.0,1,1.85,2,Faltante,Faltante,2018,11,Nov,Thursday
Saffron Finch,Sicalis flaveola,34130,8,CO-QUI,"La Tebaida, Quindío, CO (4,45, -75,783)",4.4496263,-75.7829418,2018-12-05,03:15 PM,84.0,1,1.71,1,Faltante,Faltante,2018,12,Dec,Wednesday
Saffron Finch,Sicalis flaveola,34130,15,CO-QUI,"La Tebaida, Quindío, CO (4,45, -75,783)",4.4496263,-75.7829418,2018-12-05,05:30 PM,9.0,1,0.18,1,Faltante,Faltante,2018,12,Dec,Wednesday
Saffron Finch,Sicalis flaveola,34130,15,CO-QUI,"La Tebaida, Quindío, CO (4,45, -75,783)",4.4496263,-75.7829418,2018-12-06,04:32 PM,63.0,1,1.13,1,Faltante,Faltante,2018,12,Dec,Thursday
Saffron Finch,Sicalis flaveola,34130,15,CO-QUI,"La Tebaida, Quindío, CO (4,45, -75,783)",4.4496263,-75.7829418,2018-12-20,01:01 PM,36.0,1,1.02,1,Faltante,Faltante,2018,12,Dec,Thursday
Saffron Finch,Sicalis flaveola,34130,9,CO-QUI,"La Tebaida, Quindío, CO (4,45, -75,783)",4.4496263,-75.7829418,2018-12-21,04:20 PM,30.0,1,0.48,1,Faltante,Faltante,2018,12,Dec,Friday
Saffron Finch,Sicalis flaveola,34130,3,CO-CAL,"Morro Sancancio, Manizales,Caldas, CO (5,048, -75,492)",5.0478868,-75.4923368,2018-10-27,07:00 AM,284.0,1,5.4,20,Faltante,Faltante,2018,10,Oct,Saturday
Saffron Finch,Sicalis flaveola,34130,2,CO-CAL,Parque los Yarumos,5.0647132,-75.4815888,2018-09-01,06:39 AM,268.0,1,8.92,20,Faltante,Faltante,2018,9,Sep,Saturday
Saffron Finch,Sicalis flaveola,34130,2,CO-CAL,"Reserva Castilla (5,069, -75,505)",5.0688909,-75.5045082,2018-05-14,07:22 AM,184.0,1,0.68,1,Faltante,Faltante,2018,5,May,Monday
Saffron Finch,Sicalis flaveola,34130,1,CO-CAL,"Reserva Castilla (5,069, -75,505)",5.0688909,-75.5045082,2018-06-09,07:31 AM,68.0,1,0.18,1,Faltante,Faltante,2018,6,Jun,Saturday
Saffron Finch,Sicalis flaveola,34130,2,CO-CAL,"Reserva Castilla (5,069, -75,505)",5.0688909,-75.5045082,2018-08-05,01:26 PM,98.0,1,0.5,1,Faltante,Faltante,2018,8,Aug,Sunday
Saffron Finch,Sicalis flaveola,34130,2,CO-CAL,"Reserva Castilla (5,069, -75,505)",5.0688909,-75.5045082,2018-08-11,07:39 AM,76.0,1,0.31,1,Faltante,Faltante,2018,8,Aug,Saturday
Saffron Finch,Sicalis flaveola,34130,1,CO-CAL,"Reserva Castilla (5,069, -75,505)",5.0688909,-75.5045082,2018-10-03,01:44 PM,1.0,0,0.31,1,Faltante,Faltante,2018,10,Oct,Wednesday
Saffron Finch,Sicalis flaveola,34130,2,CO-CAL,"Reserva Castilla (5,069, -75,505)",5.0688909,-75.5045082,2018-11-07,06:46 AM,133.0,1,0.65,1,Faltante,Faltante,2018,11,Nov,Wednesday
Saffron Finch,Sicalis flaveola,34130,2,CO-CAL,"Reserva Castilla (5,069, -75,505)",5.0688909,-75.5045082,2020-02-21,05:27 PM,20.0,1,0.25,1,Faltante,Faltante,2020,2,Feb,Friday
Saffron Finch,Sicalis flaveola,34130,2,CO-CAL,"Reserva Castilla (5,069, -75,505)",5.0688909,-75.5045082,2020-02-27,01:12 PM,37.0,1,0.33,1,Faltante,Faltante,2020,2,Feb,Thursday
Saffron Finch,Sicalis flaveola,34130,2,CO-CAL,"Reserva Castilla (5,069, -75,505)",5.0688909,-75.5045082,2020-03-01,10:16 AM,29.0,1,0.14,1,Faltante,Faltante,2020,3,Mar,Sunday
Saffron Finch,Sicalis flaveola,34130,5,CO-CAL,"Reserva Castilla (5,069, -75,505)",5.0688909,-75.5045082,2020-06-13,04:24 PM,10.0,1,0.14,1,Faltante,Faltante,2020,6,Jun,Saturday
Saffron Finch,Sicalis flaveola,34130,4,CO-CAL,"Reserva Castilla (5,069, -75,505)",5.0688909,-75.5045082,2020-06-29,04:09 PM,16.0,1,0.14,1,Faltante,Faltante,2020,6,Jun,Monday
Saffron Finch,Sicalis flaveola,34130,14,CO-CAL,"Reserva Castilla (5,069, -75,505)",5.0688909,-75.5045082,2020-07-10,01:14 PM,15.0,1,0.14,1,Comiendo pasto,Faltante,2020,7,Jul,Friday
Saffron Finch,Sicalis flaveola,34130,2,CO-CAL,"Reserva Castilla (5,069, -75,505)",5.0688909,-75.5045082,2021-01-08,01:30 PM,20.0,1,0.14,1,Faltante,Faltante,2021,1,Jan,Friday
Saffron Finch,Sicalis flaveola,34130,1,CO-CAL,"Reserva Castilla (5,069, -75,505)",5.0688909,-75.5045082,2021-01-21,01:34 PM,15.0,1,0.14,1,Faltante,Faltante,2021,1,Jan,Thursday
Saffron Finch,Sicalis flaveola,34130,2,CO-CAL,"Reserva De Castilla  (5,069, -75,504)",5.0688057,-75.5044872,2018-05-18,08:56 AM,92.0,1,0.25,1,Faltante,Faltante,2018,5,May,Friday
Saffron Finch,Sicalis flaveola,34130,2,CO-CAL,"Reserva De Castilla  (5,069, -75,504)",5.0688057,-75.5044872,2018-07-27,01:20 PM,90.0,1,0.49,1,Faltante,Faltante,2018,7,Jul,Friday
Saffron Finch,Sicalis flaveola,34130,2,CO-CAL,"Reserva De Castilla  (5,069, -75,504)",5.0688057,-75.5044872,2018-12-26,01:55 PM,92.0,1,0.29,1,Faltante,Faltante,2018,12,Dec,Wednesday
Saffron Finch,Sicalis flaveola,34130,3,CO-CAL,"Reserva De Castilla  (5,069, -75,504)",5.0688057,-75.5044872,2019-09-21,02:25 PM,46.0,0,0.74,1,Faltante,Faltante,2019,9,Sep,Saturday
Saffron Finch,Sicalis flaveola,34130,3,CO-CAL,"Reserva De Castilla  (5,069, -75,504)",5.0688057,-75.5044872,2019-09-22,10:01 AM,48.0,1,0.24,1,Faltante,Faltante,2019,9,Sep,Sunday
Saffron Finch,Sicalis flaveola,34130,3,CO-CAL,"Reserva De Castilla  (5,069, -75,504)",5.0688057,-75.5044872,2019-10-20,10:17 AM,58.0,1,0.36,1,Faltante,Faltante,2019,10,Oct,Sunday
Saffron Finch,Sicalis flaveola,34130,8,CO-CAL,"Reserva De Castilla  (5,069, -75,504)",5.0688057,-75.5044872,2020-03-02,05:36 PM,38.0,1,0.52,1,Faltante,Faltante,2020,3,Mar,Monday
Saffron Finch,Sicalis flaveola,34130,2,CO-CAL,"Reserva De Castilla  (5,069, -75,504)",5.0688057,-75.5044872,2020-07-16,09:55 AM,17.0,1,0.52,2,Faltante,Faltante,2020,7,Jul,Thursday
Saffron Finch,Sicalis flaveola,34130,7,CO-CAL,"Reserva De Castilla  (5,069, -75,504)",5.0688057,-75.5044872,2020-07-30,02:55 PM,17.0,1,0.52,1,Faltante,Faltante,2020,7,Jul,Thursday
Saffron Finch,Sicalis flaveola,34130,4,CO-CAL,Reserva Monte León,5.0759053,-75.4985838,2018-10-20,07:27 AM,217.0,1,1.78,13,Faltante,Faltante,2018,10,Oct,Saturday
Saffron Finch,Sicalis flaveola,34130,2,CO-CAL,Reserva Monte León,5.0759053,-75.4985838,2019-01-26,07:14 AM,234.0,1,2.21,22,Faltante,Faltante,2019,1,Jan,Saturday
Saffron Finch,Sicalis flaveola,34130,1,CO-CAL,Reserva Monte León,5.0759053,-75.4985838,2019-09-15,06:34 AM,203.0,1,2.704,11,Faltante,Faltante,2019,9,Sep,Sunday
Saffron Finch,Sicalis flaveola,34130,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-05-05,07:32 AM,320.0,1,1.85,3,Faltante,"Caracterizando aves en el sector de residencia Conjunto reserva de Castilla en Manizales, Colombia",2018,5,May,Saturday
Saffron Finch,Sicalis flaveola,34130,1,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-05-20,07:14 AM,162.0,1,0.48,1,Faltante,Faltante,2018,5,May,Sunday
Saffron Finch,Sicalis flaveola,34130,1,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-05-30,09:00 AM,180.0,1,0.52,1,Faltante,Faltante,2018,5,May,Wednesday
Saffron Finch,Sicalis flaveola,34130,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-06-09,01:03 PM,50.0,1,0.32,1,Faltante,Faltante,2018,6,Jun,Saturday
Saffron Finch,Sicalis flaveola,34130,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-06-11,09:36 AM,155.0,1,1.04,1,Faltante,Faltante,2018,6,Jun,Monday
Saffron Finch,Sicalis flaveola,34130,3,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-06-12,09:34 AM,90.0,1,0.54,1,Faltante,Faltante,2018,6,Jun,Tuesday
Saffron Finch,Sicalis flaveola,34130,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-06-14,02:12 PM,71.0,1,0.39,1,Faltante,Faltante,2018,6,Jun,Thursday
Saffron Finch,Sicalis flaveola,34130,3,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-06-26,04:09 PM,62.0,1,0.2,1,Faltante,Faltante,2018,6,Jun,Tuesday
Saffron Finch,Sicalis flaveola,34130,1,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-08-10,08:32 AM,102.0,1,0.95,1,Faltante,Faltante,2018,8,Aug,Friday
Saffron Finch,Sicalis flaveola,34130,1,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-08-13,09:51 AM,126.0,1,0.56,1,Faltante,Faltante,2018,8,Aug,Monday
Saffron Finch,Sicalis flaveola,34130,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-08-21,01:59 PM,90.0,1,0.56,2,Faltante,Faltante,2018,8,Aug,Tuesday
Saffron Finch,Sicalis flaveola,34130,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-08-25,01:39 PM,115.0,1,1.22,1,Faltante,Faltante,2018,8,Aug,Saturday
Saffron Finch,Sicalis flaveola,34130,1,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-08-31,08:03 AM,60.0,1,0.86,1,Faltante,Faltante,2018,8,Aug,Friday
Saffron Finch,Sicalis flaveola,34130,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-09-05,03:32 PM,68.0,1,0.38,1,Faltante,Faltante,2018,9,Sep,Wednesday
Saffron Finch,Sicalis flaveola,34130,3,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-09-07,08:55 AM,126.0,1,0.63,1,Faltante,Faltante,2018,9,Sep,Friday
Saffron Finch,Sicalis flaveola,34130,3,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-09-07,04:39 PM,59.0,1,0.78,1,Faltante,Faltante,2018,9,Sep,Friday
Saffron Finch,Sicalis flaveola,34130,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-09-08,07:02 AM,78.0,1,0.34,1,Faltante,Faltante,2018,9,Sep,Saturday
Saffron Finch,Sicalis flaveola,34130,4,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-09-08,01:10 PM,83.0,1,0.46,1,Faltante,Faltante,2018,9,Sep,Saturday
Saffron Finch,Sicalis flaveola,34130,4,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-09-09,01:19 PM,150.0,1,0.59,2,Faltante,Faltante,2018,9,Sep,Sunday
Saffron Finch,Sicalis flaveola,34130,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-09-13,12:43 PM,138.0,1,0.66,1,Faltante,Faltante,2018,9,Sep,Thursday
Saffron Finch,Sicalis flaveola,34130,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-09-15,09:38 AM,68.0,1,0.53,1,Faltante,Faltante,2018,9,Sep,Saturday
Saffron Finch,Sicalis flaveola,34130,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-09-16,01:01 PM,58.0,1,0.48,1,Faltante,Faltante,2018,9,Sep,Sunday
Saffron Finch,Sicalis flaveola,34130,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-09-17,03:05 PM,22.0,1,0.28,1,Faltante,Faltante,2018,9,Sep,Monday
Saffron Finch,Sicalis flaveola,34130,4,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-09-18,01:30 PM,38.0,1,0.97,1,Faltante,Faltante,2018,9,Sep,Tuesday
Saffron Finch,Sicalis flaveola,34130,1,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-09-23,08:17 AM,113.0,1,0.46,1,Faltante,Faltante,2018,9,Sep,Sunday
Saffron Finch,Sicalis flaveola,34130,1,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-09-26,11:04 AM,75.0,1,0.57,1,Faltante,Faltante,2018,9,Sep,Wednesday
Saffron Finch,Sicalis flaveola,34130,1,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-09-30,09:01 PM,1.0,1,0.57,1,Faltante,Faltante,2018,9,Sep,Sunday
Saffron Finch,Sicalis flaveola,34130,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-10-06,04:00 PM,105.0,1,0.51,1,Faltante,Faltante,2018,10,Oct,Saturday
Saffron Finch,Sicalis flaveola,34130,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-10-17,04:00 PM,60.0,0,0.2,1,Faltante,Faltante,2018,10,Oct,Wednesday
Saffron Finch,Sicalis flaveola,34130,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-10-18,08:57 AM,126.0,1,0.63,1,Faltante,Faltante,2018,10,Oct,Thursday
Saffron Finch,Sicalis flaveola,34130,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-10-22,04:01 PM,68.0,1,0.48,1,Faltante,Faltante,2018,10,Oct,Monday
Saffron Finch,Sicalis flaveola,34130,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-10-29,08:41 AM,200.0,1,1.18,2,Faltante,Faltante,2018,10,Oct,Monday
Saffron Finch,Sicalis flaveola,34130,1,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-11-03,06:33 AM,287.0,1,1.19,1,Faltante,Faltante,2018,11,Nov,Saturday
Saffron Finch,Sicalis flaveola,34130,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-11-04,09:17 AM,126.0,1,0.77,1,Faltante,Faltante,2018,11,Nov,Sunday
Saffron Finch,Sicalis flaveola,34130,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-11-06,12:02 PM,34.0,1,0.42,1,Faltante,Faltante,2018,11,Nov,Tuesday
Saffron Finch,Sicalis flaveola,34130,1,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-11-11,04:56 PM,68.0,1,0.54,1,Faltante,Faltante,2018,11,Nov,Sunday
Saffron Finch,Sicalis flaveola,34130,1,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-11-16,01:35 PM,9.0,1,0.54,1,Faltante,Faltante,2018,11,Nov,Friday
Saffron Finch,Sicalis flaveola,34130,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-11-18,02:53 PM,60.0,1,0.34,1,Faltante,Faltante,2018,11,Nov,Sunday
Saffron Finch,Sicalis flaveola,34130,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-11-20,07:53 AM,114.0,1,0.71,1,Faltante,Faltante,2018,11,Nov,Tuesday
Saffron Finch,Sicalis flaveola,34130,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-11-21,07:58 AM,154.0,1,1.05,1,Faltante,Faltante,2018,11,Nov,Wednesday
Saffron Finch,Sicalis flaveola,34130,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-11-21,03:41 PM,73.0,1,0.65,1,Faltante,Faltante,2018,11,Nov,Wednesday
Saffron Finch,Sicalis flaveola,34130,1,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-11-22,08:48 AM,111.0,1,0.81,1,Faltante,Faltante,2018,11,Nov,Thursday
Saffron Finch,Sicalis flaveola,34130,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-11-22,03:22 PM,122.0,1,0.42,1,Faltante,Faltante,2018,11,Nov,Thursday
Saffron Finch,Sicalis flaveola,34130,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-11-23,03:38 PM,52.0,1,0.59,1,Faltante,Faltante,2018,11,Nov,Friday
Saffron Finch,Sicalis flaveola,34130,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-11-26,08:27 AM,168.0,1,0.67,1,Faltante,Faltante,2018,11,Nov,Monday
Saffron Finch,Sicalis flaveola,34130,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-11-28,01:10 PM,112.0,1,0.9,1,Faltante,Faltante,2018,11,Nov,Wednesday
Saffron Finch,Sicalis flaveola,34130,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-11-29,10:19 AM,93.0,1,0.63,1,Faltante,Faltante,2018,11,Nov,Thursday
Saffron Finch,Sicalis flaveola,34130,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-11-29,02:52 PM,41.0,1,0.26,1,Faltante,Faltante,2018,11,Nov,Thursday
Saffron Finch,Sicalis flaveola,34130,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-12-08,01:32 PM,54.0,1,0.34,1,Faltante,Faltante,2018,12,Dec,Saturday
Saffron Finch,Sicalis flaveola,34130,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-12-10,10:21 AM,45.0,1,0.35,1,Faltante,Faltante,2018,12,Dec,Monday
Saffron Finch,Sicalis flaveola,34130,1,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-12-12,12:43 PM,81.0,1,0.35,1,Faltante,Faltante,2018,12,Dec,Wednesday
Saffron Finch,Sicalis flaveola,34130,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-12-14,12:49 PM,84.0,1,0.25,1,Faltante,Faltante,2018,12,Dec,Friday
Saffron Finch,Sicalis flaveola,34130,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-12-16,09:49 AM,36.0,1,0.53,1,Faltante,Faltante,2018,12,Dec,Sunday
Saffron Finch,Sicalis flaveola,34130,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-12-25,01:35 PM,37.0,1,0.53,1,Faltante,Faltante,2018,12,Dec,Tuesday
Saffron Finch,Sicalis flaveola,34130,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-12-31,09:36 AM,57.0,1,0.53,1,Faltante,Faltante,2018,12,Dec,Monday
Saffron Finch,Sicalis flaveola,34130,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2019-01-01,04:25 PM,45.0,1,0.27,1,Faltante,Faltante,2019,1,Jan,Tuesday
Saffron Finch,Sicalis flaveola,34130,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2019-01-03,11:21 AM,41.0,1,0.18,1,Faltante,Faltante,2019,1,Jan,Thursday
Saffron Finch,Sicalis flaveola,34130,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2019-01-04,10:08 AM,19.0,1,0.29,1,Faltante,Faltante,2019,1,Jan,Friday
Saffron Finch,Sicalis flaveola,34130,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2019-01-05,09:49 AM,87.0,1,0.51,1,Faltante,Faltante,2019,1,Jan,Saturday
Saffron Finch,Sicalis flaveola,34130,1,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2019-01-06,01:34 PM,22.0,1,0.08,1,Faltante,Faltante,2019,1,Jan,Sunday
Saffron Finch,Sicalis flaveola,34130,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2019-01-09,10:48 AM,58.0,1,0.66,1,Faltante,Faltante,2019,1,Jan,Wednesday
Saffron Finch,Sicalis flaveola,34130,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2019-01-10,09:55 AM,14.0,1,0.22,1,Faltante,Faltante,2019,1,Jan,Thursday
Saffron Finch,Sicalis flaveola,34130,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2019-01-11,03:26 PM,7.0,1,0.22,1,Faltante,Faltante,2019,1,Jan,Friday
Saffron Finch,Sicalis flaveola,34130,1,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2019-01-13,10:30 AM,86.0,1,0.36,1,Faltante,Faltante,2019,1,Jan,Sunday
Saffron Finch,Sicalis flaveola,34130,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2019-01-16,10:09 AM,96.0,1,0.42,1,Faltante,Faltante,2019,1,Jan,Wednesday
Saffron Finch,Sicalis flaveola,34130,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2019-01-18,04:49 PM,18.0,1,0.16,1,Faltante,Faltante,2019,1,Jan,Friday
Saffron Finch,Sicalis flaveola,34130,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2019-01-21,03:35 PM,69.0,1,0.69,1,Faltante,Faltante,2019,1,Jan,Monday
Saffron Finch,Sicalis flaveola,34130,1,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2019-01-24,09:30 AM,31.0,1,0.26,1,Faltante,Faltante,2019,1,Jan,Thursday
Saffron Finch,Sicalis flaveola,34130,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2019-01-27,09:24 AM,50.0,1,0.3,1,Faltante,Faltante,2019,1,Jan,Sunday
Saffron Finch,Sicalis flaveola,34130,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2019-01-31,10:52 AM,52.0,1,0.66,2,Faltante,Faltante,2019,1,Jan,Thursday
Saffron Finch,Sicalis flaveola,34130,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2019-02-02,03:10 PM,50.0,1,0.18,1,Faltante,Faltante,2019,2,Feb,Saturday
Saffron Finch,Sicalis flaveola,34130,1,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2019-02-19,08:54 AM,66.0,1,0.66,1,Faltante,Faltante,2019,2,Feb,Tuesday
Saffron Finch,Sicalis flaveola,34130,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2019-02-19,02:31 PM,17.0,1,0.66,1,Faltante,Faltante,2019,2,Feb,Tuesday
Saffron Finch,Sicalis flaveola,34130,3,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2019-02-20,01:32 PM,43.0,1,0.33,1,Faltante,Faltante,2019,2,Feb,Wednesday
Saffron Finch,Sicalis flaveola,34130,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2019-02-23,09:49 AM,37.0,1,0.45,1,Faltante,Faltante,2019,2,Feb,Saturday
Saffron Finch,Sicalis flaveola,34130,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2019-02-24,10:29 AM,39.0,1,0.38,1,Faltante,Faltante,2019,2,Feb,Sunday
Saffron Finch,Sicalis flaveola,34130,3,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2019-02-27,08:32 AM,55.0,1,0.42,1,Faltante,Faltante,2019,2,Feb,Wednesday
Saffron Finch,Sicalis flaveola,34130,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2019-03-03,03:29 PM,30.0,1,0.33,1,Faltante,Faltante,2019,3,Mar,Sunday
